actor_name,actor_name,movies,revenues,costs,gross_profit,return,count
Jaime Pressly,Jaime Pressly,"[https://en.wikipedia.org/wiki/A_Haunted_House_2, https://en.wikipedia.org/wiki/The_Oogieloves_in_the_Big_Balloon_Adventure]",25100000.0,24000000.0,-11450000.0,-0.477083333333,2
Colin Farrell,Colin Farrell,"[https://en.wikipedia.org/wiki/Dead_Man_Down, https://en.wikipedia.org/wiki/Epic_(2013_film), https://en.wikipedia.org/wiki/Fright_Night_(2011_film), https://en.wikipedia.org/wiki/Horrible_Bosses, https://en.wikipedia.org/wiki/Saving_Mr._Banks, https://en.wikipedia.org/wiki/Total_Recall_(2012_film)]",853500000.0,348000000.0,78750000.0,0.226293103448,6
Abigail Breslin,Abigail Breslin,"[https://en.wikipedia.org/wiki/August:_Osage_County_(film), https://en.wikipedia.org/wiki/Ender%27s_Game_(film), https://en.wikipedia.org/wiki/Janie_Jones_(film), https://en.wikipedia.org/wiki/Maggie_(film), https://en.wikipedia.org/wiki/New_Year%27s_Eve_(film), https://en.wikipedia.org/wiki/Rango_(2011_film), https://en.wikipedia.org/wiki/The_Call_(2013_film)]",657394052.0,355500000.0,-26802974.0,-0.0753951448664,7
"Harry Shum, Jr.","Harry Shum, Jr.","[https://en.wikipedia.org/wiki/Glee:_The_3D_Concert_Movie, https://en.wikipedia.org/wiki/Moms%27_Night_Out]",29200000.0,14000000.0,600000.0,0.0428571428571,2
Eric Idle,Eric Idle,[https://en.wikipedia.org/wiki/Shrek_the_Third],799000000.0,160000000.0,239500000.0,1.496875,1
Isaac Hempstead Wright,Isaac Hempstead Wright,[https://en.wikipedia.org/wiki/The_Boxtrolls],109300000.0,60000000.0,-5350000.0,-0.0891666666667,1
Jeff Daniels,Jeff Daniels,"[https://en.wikipedia.org/wiki/Dumb_and_Dumber, https://en.wikipedia.org/wiki/Dumb_and_Dumber_To, https://en.wikipedia.org/wiki/Looper_(film), https://en.wikipedia.org/wiki/Paper_Man_(2009_film), https://en.wikipedia.org/wiki/The_Divergent_Series:_Allegiant, https://en.wikipedia.org/wiki/The_Martian_(film)]",1402700000.0,315000000.0,386350000.0,1.22650793651,6
Jon Polito,Jon Polito,[https://en.wikipedia.org/wiki/Big_Eyes],29300000.0,10000000.0,4650000.0,0.465,1
Elizabeth Mitchell,Elizabeth Mitchell,[https://en.wikipedia.org/wiki/The_Purge:_Election_Year],118600000.0,10000000.0,49300000.0,4.93,1
Travis Tope,Travis Tope,[https://en.wikipedia.org/wiki/Independence_Day:_Resurgence],389700000.0,165000000.0,29850000.0,0.180909090909,1
Neve Campbell,Neve Campbell,"[https://en.wikipedia.org/wiki/Scream_3, https://en.wikipedia.org/wiki/Scream_4]",258900000.0,80000000.0,49450000.0,0.618125,2
Jansen Panettiere,Jansen Panettiere,[https://en.wikipedia.org/wiki/The_Perfect_Game],0.0,0.0,0.0,,1
Noriko Shinohara,Noriko Shinohara,[https://en.wikipedia.org/wiki/Cutie_and_the_Boxer],0.0,0.0,0.0,,1
Kiefer Sutherland,Kiefer Sutherland,"[https://en.wikipedia.org/wiki/Marmaduke_(film), https://en.wikipedia.org/wiki/Mirrors_(film)]",161300000.0,85000000.0,-4350000.0,-0.0511764705882,2
Christopher Guest,Christopher Guest,[https://en.wikipedia.org/wiki/Night_at_the_Museum:_Battle_of_the_Smithsonian],413100000.0,150000000.0,56550000.0,0.377,1
Frances O'Connor,Frances O'Connor,"[https://en.wikipedia.org/wiki/Best_Man_Down, https://en.wikipedia.org/wiki/Jayne_Mansfield%27s_Car, https://en.wikipedia.org/wiki/The_Conjuring_2]",320300000.0,40000000.0,120150000.0,3.00375,3
Ellar Coltrane,Ellar Coltrane,[https://en.wikipedia.org/wiki/Boyhood_(film)],44500000.0,4000000.0,18250000.0,4.5625,1
Phoebe Fox,Phoebe Fox,[https://en.wikipedia.org/wiki/The_Woman_in_Black_2:_Angel_of_Death],48900000.0,15000000.0,9450000.0,0.63,1
Teri Hatcher,Teri Hatcher,"[https://en.wikipedia.org/wiki/Planes:_Fire_%26_Rescue, https://en.wikipedia.org/wiki/Planes_(film)]",390700000.0,100000000.0,95350000.0,0.9535,2
Sophia Myles,Sophia Myles,[https://en.wikipedia.org/wiki/Transformers:_Age_of_Extinction],1104000000.0,210000000.0,342000000.0,1.62857142857,1
Andrew Garfield,Andrew Garfield,"[https://en.wikipedia.org/wiki/Never_Let_Me_Go_(2010_film), https://en.wikipedia.org/wiki/The_Amazing_Spider-Man_(2012_film), https://en.wikipedia.org/wiki/The_Amazing_Spider-Man_2, https://en.wikipedia.org/wiki/The_Social_Network]",1701300000.0,485000000.0,365650000.0,0.753917525773,4
Marley Shelton,Marley Shelton,[https://en.wikipedia.org/wiki/Scream_4],97100000.0,40000000.0,8550000.0,0.21375,1
Mischa Barton,Mischa Barton,"[https://en.wikipedia.org/wiki/A_Resurrection_(film), https://en.wikipedia.org/wiki/Apartment_1303_3D]",3373823.0,10000000.0,-8313088.5,-0.83130885,2
Robert Duvall,Robert Duvall,"[https://en.wikipedia.org/wiki/Get_Low_(film), https://en.wikipedia.org/wiki/Jack_Reacher_(film), https://en.wikipedia.org/wiki/Jayne_Mansfield%27s_Car, https://en.wikipedia.org/wiki/Seven_Days_in_Utopia, https://en.wikipedia.org/wiki/The_Judge_(2014_film)]",316800000.0,124500000.0,33900000.0,0.272289156627,5
Jacob Vargas,Jacob Vargas,[https://en.wikipedia.org/wiki/Devil_(2010_film)],63400000.0,10000000.0,21700000.0,2.17,1
J.K. Simmons,J.K. Simmons,"[https://en.wikipedia.org/wiki/Jobs_(film), https://en.wikipedia.org/wiki/The_Music_Never_Stopped]",35900000.0,12000000.0,5950000.0,0.495833333333,2
Robbie Coltrane,Robbie Coltrane,"[https://en.wikipedia.org/wiki/Brave_(2012_film), https://en.wikipedia.org/wiki/Harry_Potter_and_the_Deathly_Hallows:_Part_1, https://en.wikipedia.org/wiki/Harry_Potter_and_the_Deathly_Hallows:_Part_2, https://en.wikipedia.org/wiki/Harry_Potter_and_the_Deathly_Hallows_%E2%80%93_Part_1, https://en.wikipedia.org/wiki/Harry_Potter_and_the_Half-Blood_Prince_(film)]",4737400000.0,1185000000.0,1183700000.0,0.998902953586,5
Marshall Bell,Marshall Bell,[https://en.wikipedia.org/wiki/Puncture_(film)],0.0,0.0,0.0,,1
Jorge Diaz,Jorge Diaz,[https://en.wikipedia.org/wiki/Paranormal_Activity:_The_Marked_Ones],90900000.0,5000000.0,40450000.0,8.09,1
Ty Burrell,Ty Burrell,"[https://en.wikipedia.org/wiki/Butter_(2011_film), https://en.wikipedia.org/wiki/Fair_Game_(2010_film), https://en.wikipedia.org/wiki/Finding_Dory, https://en.wikipedia.org/wiki/Mr._Peabody_%26_Sherman, https://en.wikipedia.org/wiki/Muppets_Most_Wanted, https://en.wikipedia.org/wiki/Storks_(film)]",1590700000.0,487000000.0,308350000.0,0.633162217659,6
TobyMac,TobyMac,[https://en.wikipedia.org/wiki/I%27m_in_Love_with_a_Church_Girl],0.0,0.0,0.0,,1
Courtney Halverson,Courtney Halverson,[https://en.wikipedia.org/wiki/Unfriended],64100000.0,1000000.0,31050000.0,31.05,1
Kerry Washington,Kerry Washington,"[https://en.wikipedia.org/wiki/A_Thousand_Words_(film), https://en.wikipedia.org/wiki/Django_Unchained, https://en.wikipedia.org/wiki/For_Colored_Girls, https://en.wikipedia.org/wiki/Mother_and_Child_(film), https://en.wikipedia.org/wiki/Tyler_Perry_Presents_Peeples]",498707065.0,183000000.0,66353532.5,0.36258760929,5
Bella Heathcote,Bella Heathcote,"[https://en.wikipedia.org/wiki/Dark_Shadows_(film), https://en.wikipedia.org/wiki/Pride_and_Prejudice_and_Zombies_(film), https://en.wikipedia.org/wiki/The_Neon_Demon]",265300000.0,185000000.0,-52350000.0,-0.282972972973,3
Addison Timlin,Addison Timlin,[https://en.wikipedia.org/wiki/Best_Man_Down],0.0,0.0,0.0,,1
Jake Gyllenhaal,Jake Gyllenhaal,"[https://en.wikipedia.org/wiki/Accidental_Love, https://en.wikipedia.org/wiki/Demolition_(2015_film), https://en.wikipedia.org/wiki/End_of_Watch, https://en.wikipedia.org/wiki/Everest_(2015_film), https://en.wikipedia.org/wiki/Love_%26_Other_Drugs, https://en.wikipedia.org/wiki/Nightcrawler_(film), https://en.wikipedia.org/wiki/Prince_of_Persia:_The_Sands_of_Time_(film), https://en.wikipedia.org/wiki/Prisoners_(2013_film), https://en.wikipedia.org/wiki/Source_Code]",1024004500.0,364500000.0,147502250.0,0.404670096022,9
Julie Vorus,Julie Vorus,[https://en.wikipedia.org/wiki/The_Do-Deca-Pentathlon],0.0,0.0,0.0,,1
Tom Everett Scott,Tom Everett Scott,[https://en.wikipedia.org/wiki/Parental_Guidance_(film)],119800000.0,25000000.0,34900000.0,1.396,1
Maxwell Perry Cotton,Maxwell Perry Cotton,[https://en.wikipedia.org/wiki/Like_Dandelion_Dust],0.0,0.0,0.0,,1
Arden Myrin,Arden Myrin,[https://en.wikipedia.org/wiki/A_Little_Help],0.0,0.0,0.0,,1
Ramon Rodriguez,Ramon Rodriguez,[https://en.wikipedia.org/wiki/Battle:_Los_Angeles],211800000.0,70000000.0,35900000.0,0.512857142857,1
Deon Richmond,Deon Richmond,[https://en.wikipedia.org/wiki/Scream_3],161800000.0,40000000.0,40900000.0,1.0225,1
Naya Rivera,Naya Rivera,[https://en.wikipedia.org/wiki/Glee:_The_3D_Concert_Movie],18700000.0,9000000.0,350000.0,0.0388888888889,1
Milla Jovovich,Milla Jovovich,"[https://en.wikipedia.org/wiki/Dirty_Girl_(2010_film), https://en.wikipedia.org/wiki/Resident_Evil:_Afterlife, https://en.wikipedia.org/wiki/Resident_Evil:_Extinction, https://en.wikipedia.org/wiki/Resident_Evil:_Retribution, https://en.wikipedia.org/wiki/Stone_(2010_film), https://en.wikipedia.org/wiki/The_Three_Musketeers_(2011_film), https://en.wikipedia.org/wiki/Zoolander]",890634843.0,299000000.0,146317421.5,0.489355924749,7
Noomi Rapace,Noomi Rapace,"[https://en.wikipedia.org/wiki/Child_44_(film), https://en.wikipedia.org/wiki/Dead_Man_Down, https://en.wikipedia.org/wiki/Prometheus_(2012_film), https://en.wikipedia.org/wiki/Sherlock_Holmes:_A_Game_of_Shadows]",966900000.0,275000000.0,208450000.0,0.758,4
Eve,Eve,"[https://en.wikipedia.org/wiki/Barbershop:_The_Next_Cut, https://en.wikipedia.org/wiki/Barbershop_2:_Back_in_Business]",121000000.0,50000000.0,10500000.0,0.21,2
Craig Ferguson,Craig Ferguson,"[https://en.wikipedia.org/wiki/Brave_(2012_film), https://en.wikipedia.org/wiki/How_to_Train_Your_Dragon_(film), https://en.wikipedia.org/wiki/How_to_Train_Your_Dragon_2, https://en.wikipedia.org/wiki/Winnie_the_Pooh_(2011_film)]",1706900000.0,525000000.0,328450000.0,0.625619047619,4
Blair Underwood,Blair Underwood,[https://en.wikipedia.org/wiki/The_Art_of_Getting_By],2000000.0,4000000.0,-3000000.0,-0.75,1
Mackenzie Crook,Mackenzie Crook,[https://en.wikipedia.org/wiki/The_Adventures_of_Tintin:_The_Secret_of_the_Unicorn],374000000.0,135000000.0,52000000.0,0.385185185185,1
Meg Foster,Meg Foster,[https://en.wikipedia.org/wiki/The_Lords_of_Salem_(film)],1544989.0,1500000.0,-727505.5,-0.485003666667,1
Don Franklin,Don Franklin,[https://en.wikipedia.org/wiki/Any_Day_Now_(2012_film)],0.0,0.0,0.0,,1
Cory Michael Smith,Cory Michael Smith,[https://en.wikipedia.org/wiki/Camp_X-Ray_(film)],60581.0,1000000.0,-969709.5,-0.9697095,1
Ben Foster,Ben Foster,"[https://en.wikipedia.org/wiki/Ain%27t_Them_Bodies_Saints, https://en.wikipedia.org/wiki/Contraband_(2012_film), https://en.wikipedia.org/wiki/Inferno_(2016_film), https://en.wikipedia.org/wiki/Kill_Your_Darlings_(2013_film), https://en.wikipedia.org/wiki/Lone_Survivor_(film), https://en.wikipedia.org/wiki/The_Finest_Hours_(2016_film), https://en.wikipedia.org/wiki/The_Mechanic_(2011_film), https://en.wikipedia.org/wiki/Warcraft_(film)]",1034200000.0,424000000.0,93100000.0,0.219575471698,8
Nathan Gamble,Nathan Gamble,"[https://en.wikipedia.org/wiki/Dolphin_Tale, https://en.wikipedia.org/wiki/Dolphin_Tale_2]",153700000.0,73000000.0,3850000.0,0.0527397260274,2
Chad Michael Murray,Chad Michael Murray,"[https://en.wikipedia.org/wiki/A_Madea_Christmas_(film), https://en.wikipedia.org/wiki/Fruitvale_Station, https://en.wikipedia.org/wiki/Left_Behind_(2014_film), https://en.wikipedia.org/wiki/The_Haunting_in_Connecticut_2:_Ghosts_of_Georgia]",87182965.0,43400000.0,191482.5,0.00441203917051,4
Robert Englund,Robert Englund,[https://en.wikipedia.org/wiki/A_Nightmare_on_Elm_Street_(1984_film)],25500000.0,1800000.0,10950000.0,6.08333333333,1
Vanessa Ray,Vanessa Ray,[https://en.wikipedia.org/wiki/Devil%27s_Due_(film)],36900000.0,7000000.0,11450000.0,1.63571428571,1
Djimon Hounsou,Djimon Hounsou,"[https://en.wikipedia.org/wiki/Baggage_Claim_(film), https://en.wikipedia.org/wiki/Furious_7, https://en.wikipedia.org/wiki/Guardians_of_the_Galaxy_(film), https://en.wikipedia.org/wiki/How_to_Train_Your_Dragon_2, https://en.wikipedia.org/wiki/Seventh_Son_(film), https://en.wikipedia.org/wiki/The_Legend_of_Tarzan_(film), https://en.wikipedia.org/wiki/The_Tempest_(2009_film), https://en.wikipedia.org/wiki/The_Vatican_Tapes]",3418003103.0,869800000.0,839201551.5,0.964821282479,8
Alia Shawkat,Alia Shawkat,"[https://en.wikipedia.org/wiki/Green_Room_(film), https://en.wikipedia.org/wiki/The_Brass_Teapot, https://en.wikipedia.org/wiki/The_Oranges_(film)]",4166377.0,12000000.0,-9916811.5,-0.826400958333,3
Rob Huebel,Rob Huebel,"[https://en.wikipedia.org/wiki/Hell_Baby, https://en.wikipedia.org/wiki/Welcome_to_the_Jungle_(2013_film)]",96182.0,6000000.0,-5951909.0,-0.991984833333,2
Taylor Gray,Taylor Gray,[https://en.wikipedia.org/wiki/Thunderstruck_(2012_film)],0.0,0.0,0.0,,1
Neal McDonough,Neal McDonough,"[https://en.wikipedia.org/wiki/Captain_America:_The_First_Avenger, https://en.wikipedia.org/wiki/Paul_Blart:_Mall_Cop_2, https://en.wikipedia.org/wiki/RED_2_(film), https://en.wikipedia.org/wiki/The_Marine_3:_Homefront]",631300000.0,265500000.0,50150000.0,0.188888888889,4
Lynn Lowry,Lynn Lowry,[https://en.wikipedia.org/wiki/The_Crazies_(1973_film)],143784.0,275000.0,-203108.0,-0.738574545455,1
Jennifer Garner,Jennifer Garner,"[https://en.wikipedia.org/wiki/Alexander_and_the_Terrible,_Horrible,_No_Good,_Very_Bad_Day_(film), https://en.wikipedia.org/wiki/Arthur_(2011_film), https://en.wikipedia.org/wiki/Butter_(2011_film), https://en.wikipedia.org/wiki/Dallas_Buyers_Club, https://en.wikipedia.org/wiki/Danny_Collins_(film), https://en.wikipedia.org/wiki/Draft_Day, https://en.wikipedia.org/wiki/Miracles_from_Heaven_(film), https://en.wikipedia.org/wiki/Nine_Lives_(2016_film), https://en.wikipedia.org/wiki/The_Odd_Life_of_Timothy_Green, https://en.wikipedia.org/wiki/Valentine%27s_Day_(2010_film)]",630635397.0,228000000.0,87317698.5,0.382972361842,10
Billy Unger,Billy Unger,[https://en.wikipedia.org/wiki/The_Lost_Medallion:_The_Adventures_of_Billy_Stone],705854.0,2500000.0,-2147073.0,-0.8588292,1
Dan Stevens,Dan Stevens,"[https://en.wikipedia.org/wiki/A_Walk_Among_the_Tombstones_(film), https://en.wikipedia.org/wiki/Night_at_the_Museum:_Secret_of_the_Tomb, https://en.wikipedia.org/wiki/The_Cobbler_(2014_film), https://en.wikipedia.org/wiki/The_Guest_(film)]",426500000.0,165000000.0,48250000.0,0.292424242424,4
Victor Garber,Victor Garber,[https://en.wikipedia.org/wiki/Kung_Fu_Panda_2],665700000.0,150000000.0,182850000.0,1.219,1
Anne Hathaway,Anne Hathaway,"[https://en.wikipedia.org/wiki/Alice_in_Wonderland_(2010_film), https://en.wikipedia.org/wiki/Hoodwinked!, https://en.wikipedia.org/wiki/Interstellar_(film), https://en.wikipedia.org/wiki/Love_%26_Other_Drugs, https://en.wikipedia.org/wiki/One_Day_(2011_film), https://en.wikipedia.org/wiki/Rio_(2011_film), https://en.wikipedia.org/wiki/Rio_2, https://en.wikipedia.org/wiki/Song_One, https://en.wikipedia.org/wiki/The_Dark_Knight_Rises, https://en.wikipedia.org/wiki/Valentine%27s_Day_(2010_film)]",4255738879.0,849000000.0,1278869439.5,1.50632442815,10
Dwayne Johnson,Dwayne Johnson,"[https://en.wikipedia.org/wiki/Central_Intelligence, https://en.wikipedia.org/wiki/Empire_State_(2013_film), https://en.wikipedia.org/wiki/Fast_%26_Furious_6, https://en.wikipedia.org/wiki/Fast_Five, https://en.wikipedia.org/wiki/Faster_(2010_film), https://en.wikipedia.org/wiki/Furious_7, https://en.wikipedia.org/wiki/G.I._Joe:_Retaliation, https://en.wikipedia.org/wiki/Hercules_(2014_film), https://en.wikipedia.org/wiki/Journey_2:_The_Mysterious_Island, https://en.wikipedia.org/wiki/Moana_(2016_film), https://en.wikipedia.org/wiki/Pain_%26_Gain, https://en.wikipedia.org/wiki/San_Andreas_(film), https://en.wikipedia.org/wiki/Snitch_(film), https://en.wikipedia.org/wiki/Tooth_Fairy_(2010_film)]",5428600000.0,1167600000.0,1546700000.0,1.32468311065,14
Jake Lloyd,Jake Lloyd,[https://en.wikipedia.org/wiki/Star_Wars:_Episode_I_%E2%80%93_The_Phantom_Menace],1027000000.0,115000000.0,398500000.0,3.4652173913,1
Aaron Paul,Aaron Paul,"[https://en.wikipedia.org/wiki/Central_Intelligence, https://en.wikipedia.org/wiki/Exodus:_Gods_and_Kings, https://en.wikipedia.org/wiki/Hellion_(film), https://en.wikipedia.org/wiki/Need_for_Speed_(film), https://en.wikipedia.org/wiki/Smashed_(film), https://en.wikipedia.org/wiki/Triple_9]",712399725.0,275500000.0,80699862.5,0.29292146098,6
Michael Raymond-James,Michael Raymond-James,[https://en.wikipedia.org/wiki/Road_to_Paloma],937000.0,600000.0,-131500.0,-0.219166666667,1
"Stephen ""tWitch"" Boss","Stephen ""tWitch"" Boss","[https://en.wikipedia.org/wiki/Step_Up:_All_In, https://en.wikipedia.org/wiki/Step_Up_Revolution]",226700000.0,78000000.0,35350000.0,0.453205128205,2
Ed Stoppard,Ed Stoppard,[https://en.wikipedia.org/wiki/Branded_(2012_film)],0.0,0.0,0.0,,1
Dylan Walsh,Dylan Walsh,[https://en.wikipedia.org/wiki/Secretariat_(film)],60300000.0,35000000.0,-4850000.0,-0.138571428571,1
Eric Stonestreet,Eric Stonestreet,"[https://en.wikipedia.org/wiki/The_Loft_(film), https://en.wikipedia.org/wiki/The_Secret_Life_of_Pets]",885600000.0,89000000.0,353800000.0,3.97528089888,2
Jenny McCarthy,Jenny McCarthy,[https://en.wikipedia.org/wiki/Scream_3],161800000.0,40000000.0,40900000.0,1.0225,1
Tobey Maguire,Tobey Maguire,"[https://en.wikipedia.org/wiki/Labor_Day_(film), https://en.wikipedia.org/wiki/The_Great_Gatsby_(2013_film)]",371275812.0,123000000.0,62637906.0,0.509251268293,2
Pierre Coffin,Pierre Coffin,[https://en.wikipedia.org/wiki/Minions_(film)],1159000000.0,74000000.0,505500000.0,6.83108108108,1
Jim Cummings,Jim Cummings,"[https://en.wikipedia.org/wiki/Gnomeo_and_Juliet, https://en.wikipedia.org/wiki/Winnie_the_Pooh_(2011_film)]",244100000.0,66000000.0,56050000.0,0.849242424242,2
Sebastian Koch,Sebastian Koch,[https://en.wikipedia.org/wiki/A_Good_Day_to_Die_Hard],304700000.0,92000000.0,60350000.0,0.65597826087,1
Janel Moloney,Janel Moloney,[https://en.wikipedia.org/wiki/Concussion_(2013_film)],0.0,0.0,0.0,,1
Matt Nable,Matt Nable,[https://en.wikipedia.org/wiki/Riddick_(film)],98300000.0,38000000.0,11150000.0,0.293421052632,1
Wesley Snipes,Wesley Snipes,"[https://en.wikipedia.org/wiki/Brooklyn%27s_Finest, https://en.wikipedia.org/wiki/Game_of_Death_(2010_film), https://en.wikipedia.org/wiki/The_Expendables_3]",251173496.0,120000000.0,5586748.0,0.0465562333333,3
Fernanda Andrade,Fernanda Andrade,[https://en.wikipedia.org/wiki/The_Devil_Inside_(film)],101800000.0,1000000.0,49900000.0,49.9,1
Chloe Sevigny,Chloe Sevigny,[https://en.wikipedia.org/wiki/The_Wait_(2013_film)],0.0,0.0,0.0,,1
Sheila Kelley,Sheila Kelley,[https://en.wikipedia.org/wiki/The_Guest_(film)],0.0,0.0,0.0,,1
Brett Cullen,Brett Cullen,"[https://en.wikipedia.org/wiki/Puncture_(film), https://en.wikipedia.org/wiki/Skateland]",0.0,0.0,0.0,,2
Jean-Marc Barr,Jean-Marc Barr,[https://en.wikipedia.org/wiki/Big_Sur_(film)],0.0,0.0,0.0,,1
Kate Winslet,Kate Winslet,"[https://en.wikipedia.org/wiki/Carnage_(2011_film), https://en.wikipedia.org/wiki/Contagion_(film), https://en.wikipedia.org/wiki/Divergent_(film), https://en.wikipedia.org/wiki/Labor_Day_(film), https://en.wikipedia.org/wiki/Movie_43, https://en.wikipedia.org/wiki/The_Divergent_Series:_Insurgent, https://en.wikipedia.org/wiki/Titanic_(1997_film), https://en.wikipedia.org/wiki/Triple_9]",3012375812.0,524000000.0,982187906.0,1.87440440076,8
David Schwimmer,David Schwimmer,"[https://en.wikipedia.org/wiki/Madagascar:_Escape_2_Africa, https://en.wikipedia.org/wiki/Madagascar_3:_Europe%27s_Most_Wanted]",1350800000.0,295000000.0,380400000.0,1.28949152542,2
David Warner,David Warner,"[https://en.wikipedia.org/wiki/Titanic_(1997_film), https://en.wikipedia.org/wiki/Tron]",2220000000.0,217000000.0,893000000.0,4.11520737327,2
Olivia Thirlby,Olivia Thirlby,"[https://en.wikipedia.org/wiki/Being_Flynn, https://en.wikipedia.org/wiki/Just_Before_I_Go, https://en.wikipedia.org/wiki/Nobody_Walks, https://en.wikipedia.org/wiki/The_Darkest_Hour_(film), https://en.wikipedia.org/wiki/The_Wedding_Ringer]",144400000.0,53000000.0,19200000.0,0.362264150943,5
Ty Simpkins,Ty Simpkins,"[https://en.wikipedia.org/wiki/Insidious:_Chapter_2, https://en.wikipedia.org/wiki/Jurassic_World, https://en.wikipedia.org/wiki/The_Next_Three_Days]",1899300000.0,164300000.0,785350000.0,4.77997565429,3
Karl Glusman,Karl Glusman,[https://en.wikipedia.org/wiki/The_Neon_Demon],3400000.0,7000000.0,-5300000.0,-0.757142857143,1
Nicky Whelan,Nicky Whelan,[https://en.wikipedia.org/wiki/Left_Behind_(2014_film)],14000000.0,16000000.0,-9000000.0,-0.5625,1
Brittany Daniel,Brittany Daniel,[https://en.wikipedia.org/wiki/Skyline_(film)],78693371.0,10000000.0,29346685.5,2.93466855,1
Sam Neill,Sam Neill,"[https://en.wikipedia.org/wiki/Daybreakers, https://en.wikipedia.org/wiki/Escape_Plan_(film), https://en.wikipedia.org/wiki/Legend_of_the_Guardians:_The_Owls_of_Ga%27Hoole]",328800000.0,150000000.0,14400000.0,0.096,3
Sam Huntington,Sam Huntington,[https://en.wikipedia.org/wiki/Dylan_Dog:_Dead_of_Night],4634062.0,20000000.0,-17682969.0,-0.88414845,1
Lara Flynn Boyle,Lara Flynn Boyle,[https://en.wikipedia.org/wiki/Men_in_Black_II],441800000.0,140000000.0,80900000.0,0.577857142857,1
Ellen Barkin,Ellen Barkin,"[https://en.wikipedia.org/wiki/Hands_of_Stone, https://en.wikipedia.org/wiki/Happy_Tears_(film), https://en.wikipedia.org/wiki/The_Cobbler_(2014_film)]",6200000.0,30000000.0,-26900000.0,-0.896666666667,3
Joe Anderson,Joe Anderson,"[https://en.wikipedia.org/wiki/A_Single_Shot, https://en.wikipedia.org/wiki/The_Crazies_(2010_film), https://en.wikipedia.org/wiki/The_Grey_(film)]",132100000.0,45000000.0,21050000.0,0.467777777778,3
Lucille Bliss,Lucille Bliss,[https://en.wikipedia.org/wiki/Cinderella_(1950_film)],263600000.0,2900000.0,128900000.0,44.4482758621,1
Emilie de Ravin,Emilie de Ravin,"[https://en.wikipedia.org/wiki/Remember_Me_(2010_film), https://en.wikipedia.org/wiki/The_Perfect_Game]",56032889.0,16000000.0,12016444.5,0.75102778125,2
Bobby Cannavale,Bobby Cannavale,"[https://en.wikipedia.org/wiki/Adult_Beginners, https://en.wikipedia.org/wiki/Annie_(2014_film), https://en.wikipedia.org/wiki/Ant-Man_(film), https://en.wikipedia.org/wiki/Blue_Jasmine, https://en.wikipedia.org/wiki/Daddy%27s_Home_(film), https://en.wikipedia.org/wiki/Danny_Collins_(film), https://en.wikipedia.org/wiki/Lovelace_(film), https://en.wikipedia.org/wiki/Paul_Blart:_Mall_Cop, https://en.wikipedia.org/wiki/Spy_(2015_film), https://en.wikipedia.org/wiki/Win_Win_(film)]",1431700000.0,400000000.0,315850000.0,0.789625,10
Nick Kroll,Nick Kroll,"[https://en.wikipedia.org/wiki/A_Good_Old_Fashioned_Orgy, https://en.wikipedia.org/wiki/Adult_Beginners, https://en.wikipedia.org/wiki/Sausage_Party]",140700000.0,19000000.0,51350000.0,2.70263157895,3
Brodus Clay,Brodus Clay,[https://en.wikipedia.org/wiki/No_One_Lives],74918.0,2900000.0,-2862541.0,-0.987083103448,1
Roselyn Sánchez,Roselyn Sánchez,[https://en.wikipedia.org/wiki/Act_of_Valor],81272766.0,12000000.0,28636383.0,2.38636525,1
Daniel Brühl,Daniel Brühl,"[https://en.wikipedia.org/wiki/Captain_America:_Civil_War, https://en.wikipedia.org/wiki/The_Fifth_Estate_(film), https://en.wikipedia.org/wiki/Woman_in_Gold_(film)]",1223200000.0,289000000.0,322600000.0,1.11626297578,3
Aryana Engineer,Aryana Engineer,[https://en.wikipedia.org/wiki/Resident_Evil:_Retribution],240200000.0,65000000.0,55100000.0,0.847692307692,1
Gattlin Griffith,Gattlin Griffith,[https://en.wikipedia.org/wiki/Labor_Day_(film)],20275812.0,18000000.0,-7862094.0,-0.436783,1
Annie Mumolo,Annie Mumolo,[https://en.wikipedia.org/wiki/Bad_Moms],179400000.0,20000000.0,69700000.0,3.485,1
Patrick Warburton,Patrick Warburton,"[https://en.wikipedia.org/wiki/Hoodwinked!, https://en.wikipedia.org/wiki/Hoodwinked_Too!_Hood_vs._Evil, https://en.wikipedia.org/wiki/Scream_3]",288760968.0,78000000.0,66380484.0,0.851031846154,3
Tobit Raphael,Tobit Raphael,[https://en.wikipedia.org/wiki/The_Internship],93000000.0,58000000.0,-11500000.0,-0.198275862069,1
Selena Gomez,Selena Gomez,"[https://en.wikipedia.org/wiki/Getaway_(film), https://en.wikipedia.org/wiki/Hotel_Transylvania, https://en.wikipedia.org/wiki/Monte_Carlo_(2011_film), https://en.wikipedia.org/wiki/Ramona_and_Beezus, https://en.wikipedia.org/wiki/Spring_Breakers]",468893743.0,143000000.0,91446871.5,0.639488611888,5
Julianne Nicholson,Julianne Nicholson,[https://en.wikipedia.org/wiki/August:_Osage_County_(film)],74200000.0,37000000.0,100000.0,0.0027027027027,1
Lauren Sweetser,Lauren Sweetser,[https://en.wikipedia.org/wiki/Winter%27s_Bone],16100000.0,2000000.0,6050000.0,3.025,1
John Rubinstein,John Rubinstein,[https://en.wikipedia.org/wiki/Hello_I_Must_Be_Going_(2012_film)],0.0,0.0,0.0,,1
Alex Shaffer,Alex Shaffer,[https://en.wikipedia.org/wiki/Win_Win_(film)],11900000.0,5000000.0,950000.0,0.19,1
